,Time,,,Q_Categ,A_Categ,Check
24912,May,20,2017,,,0
24913,May,20,2017,,,0
24914,May,20,2017,,,0
24915,May,20,2017,,,0
24916,May,20,2017,,,0
24917,May,20,2017,,,0
24918,May,20,2017,,,0
24919,May,20,2017,,,0
24920,May,20,2017,,,0
24921,May,20,2017,,,0
24922,May,20,2017,,,0
24923,May,20,2017,,,0
24924,May,20,2017,,,0
24925,May,19,2017,,,0
24926,May,19,2017,,,0
24927,May,19,2017,,,0
24928,May,19,2017,,,0
24929,May,19,2017,,,0
24930,May,19,2017,,,0
24931,May,19,2017,,,0
24932,May,19,2017,,,0
24933,May,19,2017,,,0
24934,May,19,2017,,,0
24935,May,19,2017,,,0
24936,May,19,2017,,,0
24937,May,19,2017,,,0
24938,May,19,2017,,,0
24939,May,19,2017,,,0
24940,May,19,2017,,,0
24941,May,19,2017,,,0
24942,May,19,2017,,,0
24943,May,19,2017,,,0
24944,May,19,2017,,,0
24945,May,19,2017,,,0
24946,May,19,2017,,,0
24947,May,19,2017,,,0
24948,May,19,2017,,,0
24949,May,19,2017,,,0
24950,May,19,2017,,,0
24951,May,19,2017,,,0
24952,May,19,2017,,,0
24953,May,18,2017,,,0
24954,May,18,2017,,,0
24955,May,18,2017,,,0
24956,May,18,2017,,,0
24957,May,18,2017,,,0
24958,May,18,2017,,,0
24959,May,18,2017,,,0
24960,May,18,2017,,,0
24961,May,18,2017,,,0
24962,May,18,2017,,,0
24963,May,18,2017,,,0
24964,May,18,2017,,,0
24965,May,18,2017,,,0
24966,May,18,2017,,,0
24967,May,18,2017,,,0
24968,May,18,2017,,,0
24969,May,18,2017,,,0
24970,May,18,2017,,,0
24971,May,18,2017,,,0
24972,May,18,2017,,,0
24973,May,18,2017,,,0
24974,May,18,2017,,,0
24975,May,18,2017,,,0
24976,May,18,2017,,,0
24977,May,18,2017,,,0
24978,May,18,2017,,,0
24979,May,18,2017,,,0
24980,May,18,2017,,,0
24981,May,18,2017,,,0
24982,May,18,2017,,,0
24983,May,18,2017,,,0
24984,May,18,2017,,,0
24985,May,18,2017,,,0
24986,May,18,2017,,,0
24987,May,18,2017,,,0
24988,May,18,2017,,,0
24989,May,17,2017,,,0
24990,May,17,2017,,,0
24991,May,17,2017,,,0
24992,May,17,2017,,,0
24993,May,17,2017,,,0
24994,May,17,2017,,,0
24995,May,17,2017,,,0
24996,May,17,2017,,,0
24997,May,17,2017,,,0
24998,May,17,2017,,,0
24999,May,17,2017,,,0
25000,May,17,2017,,,0
25001,May,17,2017,,,0
25002,May,17,2017,,,0
25003,May,17,2017,,,0
25004,May,17,2017,,,0
25005,May,17,2017,,,0
25006,May,17,2017,,,0
25007,May,17,2017,,,0
25008,May,17,2017,,,0
25009,May,17,2017,,,0
25010,May,17,2017,,,0
25011,May,17,2017,,,0
25012,May,17,2017,,,0
25013,May,17,2017,,,0
25014,May,17,2017,,,0
25015,May,17,2017,,,0
25016,May,17,2017,,,0
25017,May,17,2017,,,0
25018,May,17,2017,,,0
25019,May,17,2017,,,0
25020,May,17,2017,,,0
25021,May,17,2017,,,0
25022,May,17,2017,,Arts & Entertainment,0.5
25023,May,16,2017,,,0
25024,May,16,2017,,,0
25025,May,16,2017,,,0
25026,May,16,2017,,,0
25027,May,16,2017,,,0
25028,May,16,2017,,,0
25029,May,16,2017,,,0
25030,May,16,2017,,,0
25031,May,16,2017,,,0
25032,May,16,2017,,,0
25033,May,16,2017,,,0
25034,May,16,2017,,,0
25035,May,16,2017,,,0
25036,May,16,2017,,,0
25037,May,16,2017,,,0
25038,May,16,2017,Arts & Entertainment,,0.839999974
25039,May,16,2017,,,0
25040,May,16,2017,,,0
25041,May,16,2017,,,0
25042,May,16,2017,,People & Society,0.519999981
25043,May,16,2017,,Jobs & Education,0.519999981
25044,May,16,2017,,People & Society,0.50999999
25045,May,16,2017,,,0
25046,May,16,2017,,,0
25047,May,16,2017,,,0
25048,May,16,2017,,,0
25049,May,16,2017,,,0
25050,May,16,2017,Hobbies & Leisure,Computers & Electronics,1.449999988
25051,May,16,2017,Science,Arts & Entertainment,1.269999981
25052,May,15,2017,,,0
25053,May,15,2017,,,0
25054,May,15,2017,,,0
25055,May,15,2017,,,0
25056,May,15,2017,,,0
25057,May,15,2017,Jobs & Education,,0.560000002
25058,May,15,2017,,Arts & Entertainment,0.50999999
25059,May,15,2017,,,0
25060,May,15,2017,,Food & Drink,0.5
25061,May,15,2017,,,0
25062,May,15,2017,,Arts & Entertainment,0.50999999
25063,May,15,2017,,,0
25064,May,15,2017,,,0
25065,May,15,2017,,,0
25066,May,15,2017,,,0
25067,May,15,2017,Arts & Entertainment,Books & Literature,1.209999979
25068,May,15,2017,Jobs & Education,,0.560000002
25069,May,15,2017,,,0
25070,May,15,2017,,Autos & Vehicles,0.819999993
25071,May,15,2017,,,0
25072,May,15,2017,,Arts & Entertainment,0.629999995
25073,May,15,2017,,,0
25074,May,15,2017,Jobs & Education,,0.730000019
25075,May,15,2017,,,0
25076,May,15,2017,,,0
25077,May,15,2017,,,0
25078,May,15,2017,Jobs & Education,People & Society,1.25999999
25079,May,15,2017,Reference,,0.74000001
25080,May,15,2017,,Autos & Vehicles,0.75999999
25081,May,15,2017,,Shopping,0.790000021
25082,May,15,2017,Jobs & Education,Shopping,1.269999981
25083,May,15,2017,,,0
25084,May,15,2017,Jobs & Education,,0.560000002
25085,May,15,2017,,,0
25086,May,15,2017,,People & Society,0.920000017
25087,May,15,2017,,,0
25088,May,15,2017,,Books & Literature,0.519999981
25089,May,15,2017,,,0
25090,May,15,2017,,,0
25091,May,15,2017,,,0
25092,May,15,2017,Jobs & Education,,0.699999988
25093,May,15,2017,,,0
25094,May,15,2017,Arts & Entertainment,,0.779999971
25095,May,15,2017,,Books & Literature,0.829999983
25096,May,15,2017,,,0
25097,May,15,2017,,,0
25098,May,15,2017,Arts & Entertainment,Arts & Entertainment,1.679999948
25099,May,15,2017,,,0
25100,May,15,2017,Health,,0.639999986
25101,May,15,2017,,,0
25102,May,15,2017,People & Society,Books & Literature,1.090000033
25103,May,15,2017,Jobs & Education,Health,1.420000017
25104,May,15,2017,Computers & Electronics,,0.709999979
25105,May,15,2017,,,0
25106,May,15,2017,,,0
25107,May,14,2017,Business & Industrial,,0.730000019
25108,May,14,2017,,Books & Literature,0.610000014
25109,May,14,2017,,Books & Literature,0.540000021
25110,May,14,2017,,Arts & Entertainment,0.50999999
25111,May,14,2017,Jobs & Education,Arts & Entertainment,1.109999955
25112,May,14,2017,Science,,0.99000001
25113,May,14,2017,,,0
25114,May,14,2017,,People & Society,0.5
25115,May,14,2017,,,0
25116,May,14,2017,Jobs & Education,Arts & Entertainment,1.159999967
25117,May,14,2017,,People & Society,0.920000017
25118,May,14,2017,,News,0.959999979
25119,May,14,2017,,,0
25120,May,14,2017,,,0
25121,May,14,2017,,Books & Literature,0.540000021
25122,May,14,2017,,,0
25123,May,14,2017,Arts & Entertainment,,0.689999998
25124,May,14,2017,,,0
25125,May,14,2017,,,0
25126,May,14,2017,,,0
25127,May,14,2017,Finance,,0.519999981
25128,May,14,2017,,,0
25129,May,14,2017,Jobs & Education,,0.860000014
25130,May,14,2017,,People & Society,0.519999981
25131,May,14,2017,Arts & Entertainment,Sports,1.320000052
25132,May,14,2017,,People & Society,0.50999999
25133,May,14,2017,,,0
25134,May,14,2017,,Reference,0.5
25135,May,14,2017,,Arts & Entertainment,0.5
25136,May,14,2017,Jobs & Education,,0.579999983
25137,May,14,2017,,,0
25138,May,14,2017,Health,Health,1.480000019
25139,May,14,2017,,Food & Drink,0.529999971
25140,May,14,2017,Food & Drink,,0.639999986
25141,May,14,2017,Health,Health,1.839999974
25142,May,14,2017,,,0
25143,May,14,2017,Health,Health,1.120000005
25144,May,14,2017,,,0
25145,May,14,2017,,Health,0.629999995
25146,May,14,2017,,,0
25147,May,14,2017,,,0
25148,May,14,2017,,,0
25149,May,14,2017,,,0
25150,May,14,2017,,,0
25151,May,14,2017,,,0
25152,May,14,2017,,,0
25153,May,14,2017,,Computers & Electronics,0.959999979
25154,May,14,2017,,Autos & Vehicles,0.5
25155,May,14,2017,,,0
25156,May,14,2017,,Books & Literature,0.540000021
25157,May,14,2017,,Science,0.540000021
25158,May,14,2017,,,0
25159,May,13,2017,,,0
25160,May,13,2017,,Arts & Entertainment,0.649999976
25161,May,13,2017,,,0
25162,May,13,2017,,,0
25163,May,13,2017,Arts & Entertainment,,0.529999971
25164,May,13,2017,,People & Society,0.800000012
25165,May,13,2017,Business & Industrial,,0.560000002
25166,May,13,2017,,,0
25167,May,13,2017,Sports,,0.610000014
25168,May,13,2017,,Online Communities,0.589999974
25169,May,13,2017,,,0
25170,May,13,2017,Finance,,0.5
25171,May,13,2017,,Arts & Entertainment,0.610000014
25172,May,13,2017,,Health,0.569999993
25173,May,13,2017,,,0
25174,May,13,2017,Jobs & Education,Autos & Vehicles,1.5
25175,May,13,2017,,Books & Literature,0.680000007
25176,May,13,2017,,,0
25177,May,13,2017,News,,0.730000019
25178,May,13,2017,,,0
25179,May,13,2017,,,0
25180,May,13,2017,,,0
25181,May,13,2017,Health,,0.680000007
25182,May,13,2017,Jobs & Education,,0.779999971
25183,May,13,2017,Jobs & Education,,0.5
25184,May,13,2017,,,0
25185,May,13,2017,,,0
25186,May,13,2017,,,0
25187,May,13,2017,Health,Health,1.019999981
25188,May,13,2017,Home & Garden,,0.839999974
25189,May,13,2017,,,0
25190,May,13,2017,,,0
25191,May,13,2017,,Books & Literature,0.720000029
25192,May,12,2017,Finance,Finance,1.389999986
25193,May,12,2017,,,0
25194,May,12,2017,,Health,0.660000026
25195,May,12,2017,Jobs & Education,Jobs & Education,1.180000007
25196,May,12,2017,,Health,0.639999986
25197,May,12,2017,,,0
25198,May,12,2017,,Arts & Entertainment,0.730000019
25199,May,12,2017,Home & Garden,,0.519999981
25200,May,12,2017,,,0
25201,May,12,2017,,,0
25202,May,12,2017,,,0
25203,May,12,2017,,Business & Industrial,0.829999983
25204,May,12,2017,,Arts & Entertainment,0.5
25205,May,12,2017,,,0
25206,May,12,2017,,,0
25207,May,12,2017,Jobs & Education,Arts & Entertainment,1.470000029
25208,May,12,2017,,,0
25209,May,12,2017,,,0
25210,May,12,2017,Shopping,,0.680000007
25211,May,12,2017,,Jobs & Education,0.769999981
25212,May,12,2017,,,0
25213,May,12,2017,,,0
25214,May,12,2017,,People & Society,0.689999998
25215,May,12,2017,,People & Society,0.620000005
25216,May,12,2017,People & Society,Hobbies & Leisure,1.609999955
25217,May,12,2017,,Books & Literature,0.959999979
25218,May,12,2017,,,0
25219,May,12,2017,Real Estate,People & Society,1.089999974
25220,May,12,2017,,People & Society,0.810000002
25221,May,12,2017,,Arts & Entertainment,0.589999974
25222,May,12,2017,,,0
25223,May,12,2017,,,0
25224,May,12,2017,,,0
25225,May,12,2017,,,0
25226,May,12,2017,,People & Society,0.75
25227,May,12,2017,,,0
25228,May,12,2017,,,0
25229,May,12,2017,,Jobs & Education,0.540000021
25230,May,12,2017,,Arts & Entertainment,0.730000019
25231,May,12,2017,Jobs & Education,,0.560000002
25232,May,12,2017,Computers & Electronics,,0.860000014
25233,May,12,2017,,Food & Drink,0.74000001
25234,May,12,2017,,Arts & Entertainment,0.790000021
25235,May,12,2017,,,0
25236,May,12,2017,Business & Industrial,,0.560000002
25237,May,11,2017,,,0
25238,May,11,2017,Internet & Telecom,,0.670000017
25239,May,11,2017,,Books & Literature,0.810000002
25240,May,11,2017,,,0
25241,May,11,2017,Arts & Entertainment,Health,1.230000019
25242,May,11,2017,Science,Jobs & Education,1.430000007
25243,May,11,2017,,,0
25244,May,11,2017,,,0
25245,May,11,2017,Food & Drink,,0.5
25246,May,11,2017,Computers & Electronics,Books & Literature,1.340000033
25247,May,11,2017,,People & Society,0.529999971
25248,May,11,2017,Arts & Entertainment,,0.5
25249,May,11,2017,,Health,0.699999988
25250,May,11,2017,,,0
25251,May,11,2017,Jobs & Education,,0.50999999
25252,May,11,2017,,,0
25253,May,11,2017,,Books & Literature,0.579999983
25254,May,11,2017,,,0
25255,May,11,2017,,,0
25256,May,11,2017,,,0
25257,May,11,2017,,,0
25258,May,11,2017,Home & Garden,Real Estate,1.110000014
25259,May,11,2017,,Reference,0.5
25260,May,11,2017,,,0
25261,May,11,2017,Jobs & Education,Books & Literature,1.129999995
25262,May,11,2017,Finance,Books & Literature,1.110000014
25263,May,11,2017,,,0
25264,May,11,2017,,People & Society,0.529999971
25265,May,11,2017,Jobs & Education,Books & Literature,1.24000001
25266,May,11,2017,,Books & Literature,0.970000029
25267,May,10,2017,,,0
25268,May,10,2017,Jobs & Education,,0.50999999
25269,May,10,2017,,Food & Drink,0.579999983
25270,May,10,2017,,,0
25271,May,10,2017,,,0
25272,May,10,2017,,,0
25273,May,10,2017,,,0
25274,May,10,2017,Finance,Health,1.5
25275,May,10,2017,Real Estate,Health,1.120000005
25276,May,10,2017,Science,,0.709999979
25277,May,10,2017,,Arts & Entertainment,0.589999974
25278,May,10,2017,,,0
25279,May,10,2017,,,0
25280,May,10,2017,,Arts & Entertainment,0.540000021
25281,May,10,2017,,,0
25282,May,10,2017,,Books & Literature,0.540000021
25283,May,10,2017,Books & Literature,,0.620000005
25284,May,10,2017,,,0
25285,May,10,2017,,,0
25286,May,10,2017,,,0
25287,May,10,2017,,Jobs & Education,0.649999976
25288,May,10,2017,,Shopping,0.589999974
25289,May,10,2017,Arts & Entertainment,,0.689999998
25290,May,10,2017,,,0
25291,May,10,2017,,,0
25292,May,10,2017,Health,,0.610000014
25293,May,10,2017,,,0
25294,May,10,2017,,,0
25295,May,10,2017,,,0
25296,May,10,2017,,,0
25297,May,9,2017,,,0
25298,May,9,2017,,,0
25299,May,9,2017,,People & Society,0.819999993
25300,May,9,2017,,,0
25301,May,9,2017,,,0
25302,May,9,2017,,,0
25303,May,9,2017,,,0
25304,May,9,2017,Arts & Entertainment,,0.639999986
25305,May,9,2017,,,0
25306,May,9,2017,,Arts & Entertainment,0.5
25307,May,9,2017,,Online Communities,0.720000029
25308,May,9,2017,,,0
25309,May,9,2017,Reference,Books & Literature,1.029999971
25310,May,9,2017,,,0
25311,May,9,2017,,,0
25312,May,9,2017,,,0
25313,May,9,2017,,,0
25314,May,9,2017,,,0
25315,May,9,2017,,,0
25316,May,9,2017,,,0
25317,May,9,2017,Jobs & Education,,0.5
25318,May,9,2017,Jobs & Education,,0.620000005
25319,May,9,2017,,,0
25320,May,9,2017,,,0
25321,May,9,2017,,,0
25322,May,9,2017,Arts & Entertainment,People & Society,1.399999976
25323,May,9,2017,,Sensitive Subjects,0.689999998
25324,May,9,2017,Health,Arts & Entertainment,1.209999979
25325,May,9,2017,Food & Drink,Food & Drink,1.409999967
25326,May,9,2017,Arts & Entertainment,Arts & Entertainment,1.330000043
25327,May,9,2017,Arts & Entertainment,,0.579999983
25328,May,9,2017,People & Society,,0.810000002
25329,May,9,2017,Jobs & Education,,0.600000024
25330,May,9,2017,Arts & Entertainment,,0.540000021
25331,May,9,2017,,,0
25332,May,9,2017,Arts & Entertainment,,0.680000007
25333,May,8,2017,,,0
25334,May,8,2017,Home & Garden,,0.610000014
25335,May,8,2017,,,0
25336,May,8,2017,,,0
25337,May,8,2017,,Jobs & Education,0.649999976
25338,May,8,2017,,,0
25339,May,8,2017,Jobs & Education,Health,1.029999971
25340,May,8,2017,,,0
25341,May,8,2017,,,0
25342,May,8,2017,,,0
25343,May,8,2017,Business & Industrial,,0.730000019
25344,May,8,2017,,,0
25345,May,8,2017,,Arts & Entertainment,0.540000021
25346,May,8,2017,,,0
25347,May,8,2017,,,0
25348,May,8,2017,Sports,,0.800000012
25349,May,8,2017,Real Estate,,0.629999995
25350,May,8,2017,,,0
25351,May,8,2017,Sports,,0.5
25352,May,8,2017,Arts & Entertainment,,0.589999974
25353,May,8,2017,,Autos & Vehicles,0.75
25354,May,8,2017,,,0
25355,May,8,2017,Sports,,0.720000029
25356,May,8,2017,,,0
25357,May,8,2017,,Books & Literature,0.629999995
25358,May,8,2017,,,0
25359,May,8,2017,,,0
25360,May,8,2017,,,0
25361,May,8,2017,,,0
25362,May,8,2017,,,0
25363,May,8,2017,,Arts & Entertainment,0.620000005
25364,May,8,2017,,,0
25365,May,8,2017,,,0
25366,May,8,2017,,,0
25367,May,7,2017,,,0
25368,May,7,2017,,,0
25369,May,7,2017,,,0
25370,May,7,2017,,,0
25371,May,7,2017,,,0
25372,May,7,2017,,,0
25373,May,7,2017,,,0
25374,May,7,2017,,,0
25375,May,7,2017,,,0
25376,May,7,2017,,,0
25377,May,7,2017,,,0
25378,May,7,2017,,,0
25379,May,7,2017,,,0
25380,May,7,2017,,,0
25381,May,7,2017,,,0
25382,May,7,2017,,,0
25383,May,7,2017,,,0
25384,May,7,2017,,,0
25385,May,7,2017,,,0
25386,May,7,2017,,,0
25387,May,7,2017,,,0
25388,May,7,2017,,,0
25389,May,7,2017,,,0
25390,May,7,2017,,,0
25391,May,7,2017,,,0
25392,May,7,2017,,,0
25393,May,7,2017,,,0
25394,May,7,2017,,,0
25395,May,7,2017,,,0
25396,May,6,2017,,,0
25397,May,6,2017,,,0
25398,May,6,2017,,,0
25399,May,6,2017,,,0
25400,May,6,2017,,,0
25401,May,6,2017,,,0
25402,May,6,2017,,,0
25403,May,6,2017,,,0
25404,May,6,2017,,,0
25405,May,6,2017,,,0
25406,May,6,2017,,,0
25407,May,6,2017,,,0
25408,May,6,2017,,,0
25409,May,6,2017,,,0
25410,May,6,2017,,,0
25411,May,6,2017,,,0
25412,May,6,2017,,,0
25413,May,6,2017,,,0
25414,May,6,2017,,,0
25415,May,6,2017,,,0
25416,May,6,2017,,,0
25417,May,6,2017,,,0
25418,May,6,2017,,,0
25419,May,6,2017,,,0
25420,May,6,2017,,,0
25421,May,6,2017,,,0
25422,May,6,2017,,,0
25423,May,6,2017,,,0
25424,May,6,2017,,,0
25425,May,6,2017,,,0
25426,May,6,2017,,,0
25427,May,6,2017,,,0
25428,May,6,2017,,,0
25429,May,6,2017,,,0
25430,May,6,2017,,,0
25431,May,6,2017,,,0
25432,May,6,2017,,,0
25433,May,5,2017,,,0
25434,May,5,2017,,,0
25435,May,5,2017,,,0
25436,May,5,2017,,,0
25437,May,5,2017,,,0
25438,May,5,2017,,,0
25439,May,5,2017,,,0
25440,May,5,2017,,,0
25441,May,5,2017,,,0
25442,May,5,2017,,,0
25443,May,5,2017,,,0
25444,May,5,2017,,,0
25445,May,5,2017,,,0
25446,May,5,2017,,,0
25447,May,5,2017,,,0
25448,May,5,2017,,,0
25449,May,5,2017,,,0
25450,May,5,2017,,,0
25451,May,5,2017,,,0
25452,May,5,2017,,,0
25453,May,5,2017,,,0
25454,May,5,2017,,,0
25455,May,5,2017,,,0
25456,May,5,2017,,,0
25457,May,5,2017,,,0
25458,May,5,2017,,,0
25459,May,5,2017,,,0
25460,May,5,2017,,,0
25461,May,5,2017,,,0
25462,May,5,2017,,,0
25463,May,5,2017,,,0
25464,May,5,2017,,,0
25465,May,5,2017,,,0
25466,May,4,2017,,,0
25467,May,4,2017,,,0
25468,May,4,2017,,,0
25469,May,4,2017,,,0
25470,May,4,2017,,,0
25471,May,4,2017,,,0
25472,May,4,2017,,,0
25473,May,4,2017,,,0
25474,May,4,2017,,,0
25475,May,4,2017,,,0
25476,May,4,2017,,,0
25477,May,4,2017,,,0
25478,May,4,2017,,,0
25479,May,4,2017,,,0
25480,May,4,2017,,,0
25481,May,4,2017,,,0
25482,May,4,2017,,,0
25483,May,4,2017,,,0
25484,May,4,2017,,,0
25485,May,4,2017,,,0
25486,May,4,2017,,,0
25487,May,4,2017,,,0
25488,May,4,2017,,,0
25489,May,4,2017,,,0
25490,May,4,2017,,,0
25491,May,4,2017,,,0
25492,May,4,2017,,,0
25493,May,4,2017,,,0
25494,May,4,2017,,,0
25495,May,4,2017,,,0
25496,May,4,2017,,,0
25497,May,4,2017,,,0
25498,May,4,2017,,,0
25499,May,4,2017,,,0
25500,May,4,2017,,,0
25501,May,4,2017,,,0
25502,May,4,2017,,,0
25503,May,4,2017,,,0
25504,May,4,2017,,,0
25505,May,4,2017,,,0
25506,May,4,2017,,,0
25507,May,4,2017,,,0
25508,May,3,2017,,,0
25509,May,3,2017,,,0
25510,May,3,2017,,,0
25511,May,3,2017,,,0
25512,May,3,2017,,,0
25513,May,3,2017,,,0
25514,May,3,2017,,,0
25515,May,3,2017,,,0
25516,May,3,2017,,,0
25517,May,3,2017,,,0
25518,May,3,2017,,,0
25519,May,3,2017,,,0
25520,May,3,2017,,,0
25521,May,3,2017,,,0
25522,May,3,2017,,,0
25523,May,3,2017,,,0
25524,May,3,2017,,,0
25525,May,3,2017,,,0
25526,May,3,2017,,,0
25527,May,3,2017,,,0
25528,May,3,2017,,,0
25529,May,3,2017,,,0
25530,May,3,2017,,,0
25531,May,3,2017,,,0
25532,May,3,2017,,,0
25533,May,3,2017,,,0
25534,May,3,2017,,,0
25535,May,3,2017,,,0
25536,May,3,2017,,,0
25537,May,3,2017,,,0
25538,May,3,2017,,,0
25539,May,3,2017,,,0
25540,May,3,2017,,,0
25541,May,3,2017,,,0
25542,May,3,2017,,,0
25543,May,3,2017,,,0
25544,May,3,2017,,,0
25545,May,3,2017,,,0
25546,May,3,2017,,,0
25547,May,3,2017,,,0
25548,May,3,2017,,,0
25549,May,3,2017,,,0
25550,May,3,2017,,,0
25551,May,3,2017,,,0
25552,May,3,2017,,,0
25553,May,3,2017,,,0
25554,May,3,2017,,,0
25555,May,2,2017,,,0
25556,May,2,2017,,,0
25557,May,2,2017,,,0
25558,May,2,2017,,,0
25559,May,2,2017,,,0
25560,May,2,2017,,,0
25561,May,2,2017,,,0
25562,May,2,2017,,,0
25563,May,2,2017,,,0
25564,May,2,2017,,,0
25565,May,2,2017,,,0
25566,May,2,2017,,,0
25567,May,2,2017,,,0
25568,May,2,2017,,,0
25569,May,2,2017,,,0
25570,May,2,2017,,,0
25571,May,2,2017,,,0
25572,May,2,2017,,,0
25573,May,2,2017,,,0
25574,May,2,2017,,,0
25575,May,2,2017,,,0
25576,May,2,2017,,,0
25577,May,2,2017,,,0
25578,May,2,2017,,,0
25579,May,2,2017,,,0
25580,May,2,2017,,,0
25581,May,2,2017,,Books & Literature,0.589999974
25582,May,2,2017,,,0
25583,May,2,2017,,,0
25584,May,2,2017,,,0
25585,May,2,2017,,,0
25586,May,2,2017,,Arts & Entertainment,0.519999981
25587,May,2,2017,,Arts & Entertainment,0.639999986
25588,May,2,2017,Jobs & Education,,0.689999998
25589,May,2,2017,,,0
25590,May,2,2017,,,0
25591,May,2,2017,,,0
25592,May,2,2017,,Jobs & Education,0.540000021
25593,May,2,2017,,,0
25594,May,2,2017,,,0
25595,May,2,2017,,Jobs & Education,0.850000024
25596,May,2,2017,,,0
25597,May,2,2017,,,0
25598,May,2,2017,,,0
25599,May,2,2017,,Arts & Entertainment,0.50999999
25600,May,2,2017,Hobbies & Leisure,,0.800000012
25601,May,2,2017,,,0
25602,May,1,2017,,,0
25603,May,1,2017,,,0
25604,May,1,2017,,,0
25605,May,1,2017,,,0
25606,May,1,2017,,,0
25607,May,1,2017,Jobs & Education,,0.5
25608,May,1,2017,,People & Society,0.529999971
25609,May,1,2017,Health,,0.879999995
25610,May,1,2017,Arts & Entertainment,News,1.099999964
25611,May,1,2017,,,0
25612,May,1,2017,,,0
25613,May,1,2017,,,0
25614,May,1,2017,,Computers & Electronics,0.699999988
25615,May,1,2017,,,0
25616,May,1,2017,,Books & Literature,0.569999993
25617,May,1,2017,,Arts & Entertainment,0.730000019
25618,May,1,2017,,,0
25619,May,1,2017,,Home & Garden,0.5
25620,May,1,2017,,Finance,0.550000012
25621,May,1,2017,,,0
25622,May,1,2017,,,0
25623,May,1,2017,,Shopping,0.550000012
25624,May,1,2017,,,0
25625,May,1,2017,,,0
25626,May,1,2017,,,0
25627,May,1,2017,Finance,,0.560000002
25628,May,1,2017,,,0
25629,May,1,2017,,,0
25630,May,1,2017,,Autos & Vehicles,0.689999998
25631,May,1,2017,Finance,Jobs & Education,1.119999945
25632,May,1,2017,,,0
25633,May,1,2017,,Health,0.529999971
25634,May,1,2017,,Books & Literature,0.649999976
25635,May,1,2017,,Arts & Entertainment,0.709999979
25636,May,1,2017,,Jobs & Education,0.550000012
25637,May,1,2017,,,0
25638,May,1,2017,,,0
25639,May,1,2017,,,0
25640,May,1,2017,Arts & Entertainment,People & Society,1.280000031
25641,May,1,2017,,,0
25642,May,1,2017,Jobs & Education,Jobs & Education,1.110000014
25643,May,1,2017,,,0
25644,May,1,2017,,Shopping,0.649999976
25645,May,1,2017,Shopping,Autos & Vehicles,1.420000017
25646,May,1,2017,Arts & Entertainment,Jobs & Education,1.329999983
25647,May,1,2017,,Arts & Entertainment,0.670000017
25648,May,1,2017,,Reference,0.649999976
25649,May,1,2017,Jobs & Education,,0.730000019
25650,May,1,2017,Jobs & Education,,0.5
25651,May,1,2017,,,0
25652,May,1,2017,,Arts & Entertainment,0.680000007
25653,May,1,2017,,,0
25654,May,1,2017,,,0
25655,May,1,2017,Reference,Arts & Entertainment,1.359999955
25656,May,1,2017,,Arts & Entertainment,0.680000007
25657,May,1,2017,,,0
25658,May,1,2017,,,0
25659,May,1,2017,,Arts & Entertainment,0.519999981
25660,May,1,2017,,,0
25661,May,1,2017,,,0
25662,May,1,2017,,,0
25663,May,1,2017,,,0
25664,May,1,2017,,,0
25665,May,1,2017,,,0
25666,May,1,2017,,,0
25667,May,1,2017,,Online Communities,0.540000021
25668,May,1,2017,,,0
25669,April,30,2017,,,0
25670,April,30,2017,,,0
25671,April,30,2017,,Books & Literature,0.529999971
25672,April,30,2017,Jobs & Education,Health,1.209999979
25673,April,30,2017,,,0
25674,April,30,2017,,,0
25675,April,30,2017,,People & Society,0.600000024
25676,April,30,2017,,,0
25677,April,30,2017,Jobs & Education,,0.939999998
25678,April,30,2017,,,0
25679,April,30,2017,,,0
25680,April,30,2017,,,0
25681,April,30,2017,,,0
25682,April,30,2017,,,0
25683,April,30,2017,,,0
25684,April,30,2017,,,0
25685,April,30,2017,,,0
25686,April,30,2017,,,0
25687,April,30,2017,,,0
25688,April,30,2017,,,0
25689,April,30,2017,,,0
25690,April,30,2017,,Arts & Entertainment,0.889999986
25691,April,30,2017,Books & Literature,Books & Literature,1.599999964
25692,April,30,2017,,,0
25693,April,30,2017,Arts & Entertainment,,0.579999983
25694,April,30,2017,,Arts & Entertainment,0.5
25695,April,30,2017,,Books & Literature,0.600000024
25696,April,30,2017,,,0
25697,April,30,2017,,Hobbies & Leisure,0.5
25698,April,30,2017,,Books & Literature,0.939999998
25699,April,30,2017,Jobs & Education,Autos & Vehicles,1.139999986
25700,April,30,2017,,,0
25701,April,30,2017,,Books & Literature,0.779999971
25702,April,30,2017,,,0
25703,April,30,2017,,Books & Literature,0.639999986
25704,April,30,2017,,,0
25705,April,30,2017,,People & Society,0.540000021
25706,April,30,2017,,,0
25707,April,30,2017,,Health,0.529999971
25708,April,30,2017,,,0
25709,April,30,2017,,Jobs & Education,0.649999976
25710,April,30,2017,,,0
25711,April,30,2017,Jobs & Education,,0.5
25712,April,30,2017,,,0
25713,April,30,2017,Health,Health,1.610000014
25714,April,30,2017,Jobs & Education,People & Society,1.439999998
25715,April,30,2017,Science,Health,1.099999964
25716,April,30,2017,,Jobs & Education,0.519999981
25717,April,30,2017,,,0
25718,April,30,2017,,,0
25719,April,30,2017,Jobs & Education,,0.569999993
25720,April,30,2017,,Jobs & Education,0.670000017
25721,April,30,2017,,,0
25722,April,30,2017,,Online Communities,0.519999981
25723,April,30,2017,,,0
25724,April,30,2017,,,0
25725,April,30,2017,Health,,0.600000024
